scenario_name,run_number,agent_id,strategy,final_score,final_q_values_avg,full_q_values
GeneratedScenario_0023,4,0,generous_tit_for_tat,6263,,
GeneratedScenario_0023,4,1,generous_tit_for_tat,6143,,
GeneratedScenario_0023,4,2,generous_tit_for_tat,6273,,
GeneratedScenario_0023,4,3,q_learning,5491,"{'avg_cooperate': 1.4383362410190748, 'avg_defect': 1.750226356154035}","{'initial': {'cooperate': 0.41290913360897563, 'defect': 0.04716315003132482}, (6,): {'cooperate': 2.779711718862261, 'defect': -0.02355471773210513}, (8,): {'cooperate': 1.1331215312878606, 'defect': -0.06390985392085563}, (5,): {'cooperate': 0.9340607744919195, 'defect': 2.791075250915452}, (4,): {'cooperate': 2.1692290860717875, 'defect': 0.06110459355092568}, (3,): {'cooperate': 0.8754242949126246, 'defect': 4.342338694734418}, (2,): {'cooperate': 1.176934538133469, 'defect': 4.958062380607104}, (9,): {'cooperate': 0.449333696610102, 'defect': 0.09181407907799297}, (7,): {'cooperate': 0.3678534518871833, 'defect': 0.013920293563222524}, (1,): {'cooperate': 2.7899485459660074, 'defect': 4.471561960865713}, (0,): {'cooperate': 3.4532707048082933, 'defect': 4.402085135628391}, (10,): {'cooperate': 0.7182374155884167, 'defect': -0.08894469347316214}}"
GeneratedScenario_0023,4,4,q_learning,3359,"{'avg_cooperate': 0.93775794317497, 'avg_defect': 1.1608609369325604}","{'initial': {'cooperate': 0.3332085362142998, 'defect': -0.058008369992165146}, (6,): {'cooperate': 1.7572797757705227, 'defect': 0.6782870457881667}, (8,): {'cooperate': 1.1473017633429607, 'defect': -0.030394089314990547}, (5,): {'cooperate': 0.46306831084902844, 'defect': 2.6198669818650933}, (4,): {'cooperate': 1.0876403548180025, 'defect': 2.413513545192319}, (3,): {'cooperate': 0.9872010330531908, 'defect': 0.49021061293122004}, (9,): {'cooperate': 0.24046769848773036, 'defect': -0.08179039638496495}, (2,): {'cooperate': 1.587393292390667, 'defect': 1.492892356941868}, (1,): {'cooperate': 1.6800167081570265, 'defect': 3.1129849221095744}, (0,): {'cooperate': 2.0824450524423144, 'defect': 1.4679971481717873}, (10,): {'cooperate': -0.03459436359020911, 'defect': 0.8966333593772474}, (7,): {'cooperate': -0.0783328438358954, 'defect': 0.9281381265055688}}"
GeneratedScenario_0023,4,5,q_learning,5113,"{'avg_cooperate': 1.899001967286269, 'avg_defect': 1.8622968126017465}","{'initial': {'cooperate': 0.3984567434575674, 'defect': 0.03816388639863727}, (6,): {'cooperate': 2.127845667479067, 'defect': 0.6370630728461055}, (8,): {'cooperate': 1.2068426074488092, 'defect': -0.07458114977861914}, (5,): {'cooperate': 1.96216146379367, 'defect': 0.7979489781123074}, (4,): {'cooperate': 1.5089005691701143, 'defect': 0.06549279344945602}, (2,): {'cooperate': 3.6310326574137335, 'defect': 1.6219881130871694}, (3,): {'cooperate': 0.2320232887940289, 'defect': 3.0814555832655928}, (1,): {'cooperate': 3.7576281467348918, 'defect': 6.165169277596501}, (0,): {'cooperate': 3.4653281871378647, 'defect': 6.291230842823518}, (10,): {'cooperate': 0.6998003414329441, 'defect': -0.0009632717832034343}}"
GeneratedScenario_0023,4,6,q_learning,5623,"{'avg_cooperate': 1.9030805245938809, 'avg_defect': 2.083042142863797}","{'initial': {'cooperate': 0.3147467328850632, 'defect': -0.07363555331200947}, (6,): {'cooperate': 1.7321741100841215, 'defect': 1.4465326826308134}, (8,): {'cooperate': 1.2538143381324767, 'defect': 0.02669805671543926}, (5,): {'cooperate': 1.7057524446386227, 'defect': -0.0382679397788597}, (4,): {'cooperate': 2.0810009791821202, 'defect': 0.09888405582799187}, (2,): {'cooperate': 2.4224946410999593, 'defect': 5.904041709505988}, (3,): {'cooperate': 1.6256223797675058, 'defect': -0.05353624795029491}, (1,): {'cooperate': 3.4447797378535574, 'defect': 6.6524015747289225}, (0,): {'cooperate': 3.6936413048747525, 'defect': 6.780922585247856}, (10,): {'cooperate': 0.7567785774206286, 'defect': 0.08638050502211919}}"
GeneratedScenario_0023,4,7,lra_q,5413,"{'avg_cooperate': 4.6040973714749445, 'avg_defect': 4.505252074647222}","{'initial': {'cooperate': 0.6472444866457246, 'defect': -0.03392243608140551}, (6,): {'cooperate': 6.605918546122451, 'defect': 8.286890275824895}, (8,): {'cooperate': 3.2086371731049868, 'defect': 0.0240356014444921}, (5,): {'cooperate': 6.5675817424585095, 'defect': 2.304324837180735}, (4,): {'cooperate': 4.738082179667263, 'defect': 6.713769238627396}, (3,): {'cooperate': 0.9572126892541175, 'defect': 6.58007729653118}, (2,): {'cooperate': 5.307660191545554, 'defect': 6.8651431008457156}, (1,): {'cooperate': 5.516220102400979, 'defect': 7.112536977284016}, (0,): {'cooperate': 5.790451951213466, 'defect': 7.286585771525692}, (10,): {'cooperate': 6.701964652336396, 'defect': -0.08691991671050164}}"
GeneratedScenario_0023,4,8,ucb1_q,7103,"{'avg_cooperate': 1.144176492592265, 'avg_defect': 3.5714223432291163}","{'initial': {'cooperate': 0.0, 'defect': 0.8881944403807346}, (6,): {'cooperate': 1.042704843496871, 'defect': 3.7789087242789448}, (8,): {'cooperate': 1.0620276262261608, 'defect': 1.4355810755751919}, (5,): {'cooperate': 1.0319489056973383, 'defect': 3.242541119502085}, (4,): {'cooperate': 0.9106857569452812, 'defect': 3.5721532046449385}, (3,): {'cooperate': 1.045905948869899, 'defect': 3.3018187199343645}, (2,): {'cooperate': 2.2614098718582714, 'defect': 5.948457750547275}, (1,): {'cooperate': 1.694443001990265, 'defect': 6.669540854034111}, (0,): {'cooperate': 1.3973260510930303, 'defect': 6.807191892919515}, (10,): {'cooperate': 0.9953129197455352, 'defect': 0.06983565047400525}}"
GeneratedScenario_0023,4,9,ucb1_q,7207,"{'avg_cooperate': 0.9022752621350526, 'avg_defect': 3.310623723059966}","{'initial': {'cooperate': 0.0, 'defect': 0.8696792262037185}, (6,): {'cooperate': 0.5656222634030276, 'defect': 3.989016845247984}, (8,): {'cooperate': 1.0799329570730076, 'defect': 1.3653644658733435}, (5,): {'cooperate': 1.0770974450148258, 'defect': 3.2465231564878643}, (7,): {'cooperate': 0.5140102202556855, 'defect': 0.07977641932964066}, (4,): {'cooperate': 0.5640674126667758, 'defect': 3.2395658325441667}, (3,): {'cooperate': 0.8859434551805576, 'defect': 3.9729697608179366}, (2,): {'cooperate': 1.7932344503095314, 'defect': 6.0243951215400315}, (1,): {'cooperate': 1.1128473090791358, 'defect': 6.699019210053679}, (0,): {'cooperate': 1.2618670696783072, 'defect': 6.836907822844779}, (10,): {'cooperate': 1.070405300824723, 'defect': 0.09364309271648094}}"
GeneratedScenario_0023,4,10,ucb1_q,7153,"{'avg_cooperate': 0.923734174830587, 'avg_defect': 3.3556088572011378}","{'initial': {'cooperate': 0.0, 'defect': 0.8984955029727907}, (6,): {'cooperate': 1.0747327215715898, 'defect': 3.004975381120735}, (8,): {'cooperate': 0.9376728328125508, 'defect': 1.3346939742942459}, (5,): {'cooperate': 1.0062461067545745, 'defect': 3.3304439348021595}, (4,): {'cooperate': 1.2875857656981176, 'defect': 2.9094152325203675}, (3,): {'cooperate': 1.0256125894825052, 'defect': 4.063097050734756}, (2,): {'cooperate': 1.6731190029569127, 'defect': 5.999333590778243}, (1,): {'cooperate': 1.0318731569176878, 'defect': 6.690282749959614}, (7,): {'cooperate': 0.8691353165676724, 'defect': 0.8574585836993339}, (0,): {'cooperate': 1.353427810385278, 'defect': 6.82812945368356}, (10,): {'cooperate': -0.09832938001043111, 'defect': 0.9953719746467066}}"
GeneratedScenario_0023,4,11,ucb1_q,7181,"{'avg_cooperate': 0.854125900736662, 'avg_defect': 3.459394326286736}","{'initial': {'cooperate': 0.37587992493677386, 'defect': 0.0}, (6,): {'cooperate': 0.5888656153827908, 'defect': 3.098478981475295}, (8,): {'cooperate': 0.7935206088061544, 'defect': 1.5800513791582265}, (5,): {'cooperate': 1.038053624193911, 'defect': 3.5803890387749453}, (7,): {'cooperate': 0.45898219610282864, 'defect': 1.896488606760011}, (4,): {'cooperate': 0.5916810303188229, 'defect': 3.314942047149409}, (3,): {'cooperate': 1.1412096662160645, 'defect': 3.9123130760820324}, (2,): {'cooperate': 2.0728088360420083, 'defect': 6.003573031199323}, (1,): {'cooperate': 1.106625439392999, 'defect': 6.6969882825568146}, (0,): {'cooperate': 1.1841264821538837, 'defect': 6.835033747170755}, (10,): {'cooperate': 0.04363148455704449, 'defect': 1.135079398827287}}"
GeneratedScenario_0023,4,12,ucb1_q,7251,"{'avg_cooperate': 0.8430279597435021, 'avg_defect': 3.4245298461270064}","{'initial': {'cooperate': 0.0, 'defect': 0.8917213499410312}, (6,): {'cooperate': 0.6819788434014595, 'defect': 3.7541736966641848}, (8,): {'cooperate': 1.0827341894047975, 'defect': 1.3987189498811539}, (5,): {'cooperate': 1.1250372019384278, 'defect': 2.6822371863469616}, (7,): {'cooperate': 0.43308770886005715, 'defect': 0.966176419101939}, (4,): {'cooperate': 0.9767212885995258, 'defect': 4.018721981927827}, (3,): {'cooperate': 0.8659304998498984, 'defect': 4.197151876764318}, (2,): {'cooperate': 0.8877247158048632, 'defect': 6.115854909683639}, (1,): {'cooperate': 1.1085865091381941, 'defect': 6.7435240731303185}, (0,): {'cooperate': 1.1773050476855638, 'defect': 6.8820285173596165}, (10,): {'cooperate': 0.9342015524957357, 'defect': 0.01951934659607528}}"
GeneratedScenario_0023,4,13,ucb1_q,7125,"{'avg_cooperate': 1.007384067934022, 'avg_defect': 3.2731200181471}","{'initial': {'cooperate': 0.38930156775840535, 'defect': 0.0}, (6,): {'cooperate': 1.1266821382891932, 'defect': 3.252950555973754}, (8,): {'cooperate': 0.8612022538611992, 'defect': 1.6724338884651346}, (5,): {'cooperate': 1.228202948177459, 'defect': 3.2854353467188586}, (4,): {'cooperate': 0.9418630904672509, 'defect': 3.283231518730282}, (3,): {'cooperate': 1.0063525248747687, 'defect': 3.9225513091697746}, (2,): {'cooperate': 1.6601169688919095, 'defect': 6.051576779250365}, (1,): {'cooperate': 1.737884518166131, 'defect': 6.718210576460444}, (0,): {'cooperate': 1.3454348060145196, 'defect': 6.856501604277608}, (10,): {'cooperate': -0.07324776301168895, 'defect': 0.889717650125265}, (7,): {'cooperate': 0.8574316937850949, 'defect': 0.07171097044661429}}"
GeneratedScenario_0023,4,14,ucb1_q,7107,"{'avg_cooperate': 0.9957185783375554, 'avg_defect': 3.276888051970847}","{'initial': {'cooperate': 0.3632326394607981, 'defect': 0.0}, (6,): {'cooperate': 0.9409634178175854, 'defect': 3.422185749361287}, (8,): {'cooperate': 0.864359478327132, 'defect': 1.6383948581523111}, (5,): {'cooperate': 1.0680378459981914, 'defect': 3.341281700889609}, (4,): {'cooperate': 1.2608389719267776, 'defect': 3.322348665847451}, (3,): {'cooperate': 1.028354246037925, 'defect': 3.8124755011291374}, (2,): {'cooperate': 1.9598520312612875, 'defect': 5.9445931373079475}, (1,): {'cooperate': 1.0935136842441915, 'defect': 6.6651797687876435}, (7,): {'cooperate': 0.05895306252173224, 'defect': 1.0056316164531853}, (0,): {'cooperate': 1.3639201716429827, 'defect': 6.802713593471358}, (10,): {'cooperate': 0.950878812474506, 'defect': 0.09096398027938293}}"
GeneratedScenario_0023,4,15,ucb1_q,7317,"{'avg_cooperate': 0.8025066685091676, 'avg_defect': 3.520002981545007}","{'initial': {'cooperate': 0.0, 'defect': 0.8894635297172839}, (6,): {'cooperate': 0.7525682069714412, 'defect': 3.290822642293837}, (8,): {'cooperate': 1.0128246370486425, 'defect': 1.4065438137223052}, (5,): {'cooperate': 1.1304533649329915, 'defect': 3.3947395253077675}, (7,): {'cooperate': 0.5218706756435806, 'defect': 1.8033474283968363}, (4,): {'cooperate': 0.8093863861625407, 'defect': 3.977628492054266}, (3,): {'cooperate': 0.5806604348920472, 'defect': 4.188201333687102}, (2,): {'cooperate': 0.8700320303914905, 'defect': 6.11783046328156}, (1,): {'cooperate': 1.0941283115310783, 'defect': 6.745887706061614}, (0,): {'cooperate': 1.2113585173208277, 'defect': 6.884457294566689}, (10,): {'cooperate': 0.8442907887062042, 'defect': 0.021110567905821248}}"
GeneratedScenario_0023,4,16,ucb1_q,7127,"{'avg_cooperate': 0.9877084695224809, 'avg_defect': 3.297669479107061}","{'initial': {'cooperate': 0.0, 'defect': 0.8858534452586633}, (6,): {'cooperate': 1.038673214415474, 'defect': 3.2296798550871606}, (8,): {'cooperate': 1.0361733781045595, 'defect': 1.4348072934663436}, (5,): {'cooperate': 1.15420133282924, 'defect': 3.2476477607210112}, (7,): {'cooperate': 0.5842615436335111, 'defect': 0.829161088149275}, (4,): {'cooperate': 1.2628959992670206, 'defect': 2.9924219092061835}, (3,): {'cooperate': 0.9594898610949889, 'defect': 4.0611929806104765}, (2,): {'cooperate': 1.635404468566511, 'defect': 6.049383259216968}, (1,): {'cooperate': 1.110645718739548, 'defect': 6.715933103491623}, (0,): {'cooperate': 1.1764775022529077, 'defect': 6.854164758419828}, (10,): {'cooperate': 0.9065701458435299, 'defect': -0.02588118344986208}}"
GeneratedScenario_0023,4,17,ucb1_q,7209,"{'avg_cooperate': 0.8551163701074711, 'avg_defect': 3.3901369730268844}","{'initial': {'cooperate': 0.377793376799215, 'defect': 0.0}, (6,): {'cooperate': 0.6262216164919079, 'defect': 3.7187155263836624}, (8,): {'cooperate': 1.0050932505611812, 'defect': 1.3429299009761542}, (5,): {'cooperate': 1.1057526934681166, 'defect': 3.2493811086519777}, (7,): {'cooperate': 0.46459594085265704, 'defect': 1.0842818247067352}, (4,): {'cooperate': 0.6873236504090705, 'defect': 3.3154555249428683}, (3,): {'cooperate': 0.9095630577228888, 'defect': 3.989964570549187}, (2,): {'cooperate': 1.879745828359394, 'defect': 6.037699418527707}, (1,): {'cooperate': 1.0894823909174787, 'defect': 6.70551775353215}, (0,): {'cooperate': 1.269599881376506, 'defect': 6.843496911846692}, (10,): {'cooperate': -0.00889161577623343, 'defect': 1.0040641631785963}}"
