scenario_name,agent_id,strategy,final_score,final_q_values,full_q_values
SmallWorld_GTFT_vs_QL,0,q_learning,407.77551020408055,"{'avg_cooperate': 1.492598566351574, 'avg_defect': 4.475417954729226}","{'initial': {'cooperate': 0.01836734693877551, 'defect': 0.0}, (1.0,): {'cooperate': 0.465749256682623, 'defect': 1.4031775595369147}, (0.8,): {'cooperate': 1.8222672413109784, 'defect': 7.346436010535674}, (0.4,): {'cooperate': 4.385972614556471, 'defect': 9.05832668390849}, (0.2,): {'cooperate': 0.7706363722690219, 'defect': 4.569149519665048}}"
SmallWorld_GTFT_vs_QL,1,q_learning,405.04081632653003,"{'avg_cooperate': 1.7084263328459481, 'avg_defect': 3.334664028254432}","{'initial': {'cooperate': 0.030612244897959186, 'defect': 0.0}, (1.0,): {'cooperate': 0.12584434316326532, 'defect': 1.128982430431555}, (0.8,): {'cooperate': 0.4726708723110229, 'defect': 0.2821836293212296}, (0.6,): {'cooperate': 0.7733535495960511, 'defect': 0.7437977585429068}, (0.2,): {'cooperate': 4.692864087668349, 'defect': 9.31842535816904}, (0.4,): {'cooperate': 4.155212899439041, 'defect': 8.534594993061864}}"
SmallWorld_GTFT_vs_QL,2,q_learning,379.89795918367236,"{'avg_cooperate': 1.3880178694346907, 'avg_defect': 3.5392179733519917}","{'initial': {'cooperate': 0.02448979591836735, 'defect': 0.0}, (1.0,): {'cooperate': 0.1762379561387405, 'defect': 0.0}, (0.8,): {'cooperate': 1.4974748041126842, 'defect': 5.047060425330693}, (0.4,): {'cooperate': 3.8334820587921454, 'defect': 8.758231343541524}, (0.6,): {'cooperate': 2.337234946275874, 'defect': 7.283007198413604}, (0.2,): {'cooperate': 0.45918765537033246, 'defect': 0.1470088728261288}}"
SmallWorld_GTFT_vs_QL,3,q_learning,390.55102040816234,"{'avg_cooperate': 1.2582085696112408, 'avg_defect': 3.6064765781193775}","{'initial': {'cooperate': 0.030612244897959186, 'defect': 0.0}, (1.0,): {'cooperate': 0.08380286357142858, 'defect': 1.6477711661944532}, (0.6,): {'cooperate': 2.20809308320797, 'defect': 8.18323386820547}, (0.4,): {'cooperate': 3.546707805234382, 'defect': 9.019262964121845}, (0.8,): {'cooperate': 0.6166445756065411, 'defect': 0.5504645249436426}, (0.2,): {'cooperate': 1.063390845149164, 'defect': 2.2381269452508596}}"
SmallWorld_GTFT_vs_QL,4,q_learning,307.0408163265295,"{'avg_cooperate': 0.9136113695941194, 'avg_defect': 2.976676667222806}","{'initial': {'cooperate': 0.030612244897959186, 'defect': 0.0}, (1.0,): {'cooperate': 0.054795918367346944, 'defect': 2.0815561881254623}, (0.8,): {'cooperate': 0.5057802515263283, 'defect': 6.064228662029455}, (0.6,): {'cooperate': 1.0109358323618898, 'defect': 0.6111355078350921}, (0.4,): {'cooperate': 2.9511433430030074, 'defect': 8.44796562196987}, (0.2,): {'cooperate': 0.928400627408185, 'defect': 0.6551740233769588}}"
SmallWorld_GTFT_vs_QL,5,q_learning,393.51020408163214,"{'avg_cooperate': 1.6792037257326404, 'avg_defect': 3.584477153764493}","{'initial': {'cooperate': 0.030612244897959186, 'defect': 0.0}, (1.0,): {'cooperate': 0.07873775510204081, 'defect': 1.7551200390445094}, (0.8,): {'cooperate': 0.968935409761738, 'defect': 1.7096511606858913}, (0.6,): {'cooperate': 4.139529374617478, 'defect': 8.737294102554015}, (0.4,): {'cooperate': 4.070415933329648, 'defect': 8.730864600036758}, (0.2,): {'cooperate': 0.7869916366869787, 'defect': 0.5739330202657801}}"
SmallWorld_GTFT_vs_QL,6,q_learning,275.6734693877549,"{'avg_cooperate': 0.8568507161250213, 'avg_defect': 2.64457021478214}","{'initial': {'cooperate': 0.02448979591836735, 'defect': 0.0}, (1.0,): {'cooperate': 0.4319942708978559, 'defect': 0.5172079046314151}, (0.8,): {'cooperate': 0.8939421269046323, 'defect': 0.7008812546320918}, (0.6,): {'cooperate': 2.6140661227851485, 'defect': 6.718106104723472}, (0.4,): {'cooperate': 0.9193535409958048, 'defect': 7.7949900616511485}, (0.2,): {'cooperate': 0.2572584392483186, 'defect': 0.13623596305471009}}"
SmallWorld_GTFT_vs_QL,7,q_learning,363.4897959183666,"{'avg_cooperate': 1.382750653458024, 'avg_defect': 4.036045783678096}","{'initial': {'cooperate': 0.01836734693877551, 'defect': 0.0}, (1.0,): {'cooperate': 0.2371076696906308, 'defect': 0.12408928008450536}, (0.8,): {'cooperate': 3.657093926975482, 'defect': 8.464430818951548}, (0.4,): {'cooperate': 2.3254719193365907, 'defect': 7.944080403717224}, (0.2,): {'cooperate': 0.6757124043486413, 'defect': 3.647628415637207}}"
SmallWorld_GTFT_vs_QL,8,q_learning,275.9387755102034,"{'avg_cooperate': 0.8836196069247559, 'avg_defect': 3.4412611885172004}","{'initial': {'cooperate': 0.01836734693877551, 'defect': 0.0}, (1.0,): {'cooperate': 2.142314171909497, 'defect': 8.00120859101929}, (0.8,): {'cooperate': 1.3167552125319093, 'defect': 4.689628994262691}, (0.4,): {'cooperate': 0.5836713915099317, 'defect': 1.0481277712817336}, (0.2,): {'cooperate': 0.35698991173366545, 'defect': 3.4673405860222872}}"
SmallWorld_GTFT_vs_QL,9,q_learning,286.85714285714175,"{'avg_cooperate': 1.054648609614457, 'avg_defect': 3.649559972126222}","{'initial': {'cooperate': 0.01836734693877551, 'defect': 0.0}, (1.0,): {'cooperate': 1.3316386524795494, 'defect': 6.423735335907141}, (0.8,): {'cooperate': 1.6281336278752536, 'defect': 6.4314445907389075}, (0.4,): {'cooperate': 2.0282231968105826, 'defect': 5.392619933985063}, (0.2,): {'cooperate': 0.26688022396812405, 'defect': 0.0}}"
SmallWorld_GTFT_vs_QL,10,q_learning,360.1632653061218,"{'avg_cooperate': 1.0846223322803938, 'avg_defect': 3.4222500638715214}","{'initial': {'cooperate': 0.02448979591836735, 'defect': 0.0}, (1.0,): {'cooperate': 0.4590104189478514, 'defect': 0.12875821425356615}, (0.8,): {'cooperate': 0.8265275342210785, 'defect': 0.4720460091401354}, (0.6,): {'cooperate': 2.544408850522256, 'defect': 8.264061866360933}, (0.4,): {'cooperate': 2.071254648055369, 'defect': 7.346326280898888}, (0.2,): {'cooperate': 0.5820427460174414, 'defect': 4.322308012575607}}"
SmallWorld_GTFT_vs_QL,11,q_learning,364.8571428571423,"{'avg_cooperate': 1.363040517597121, 'avg_defect': 4.2887631026491935}","{'initial': {'cooperate': 0.01836734693877551, 'defect': 0.0}, (1.0,): {'cooperate': 0.7299737232332888, 'defect': 0.5524309668453997}, (0.8,): {'cooperate': 2.115002444014009, 'defect': 7.3356963124634085}, (0.4,): {'cooperate': 3.0697190927109634, 'defect': 7.582522100807082}, (0.2,): {'cooperate': 0.8821399810885684, 'defect': 5.973166133130075}}"
SmallWorld_GTFT_vs_QL,12,q_learning,373.3469387755099,"{'avg_cooperate': 1.144768454675674, 'avg_defect': 2.6921937222734065}","{'initial': {'cooperate': 0.030612244897959186, 'defect': 0.0}, (1.0,): {'cooperate': 0.27131429445908867, 'defect': 0.0}, (0.8,): {'cooperate': 0.13719026467102044, 'defect': 3.024310751487918}, (0.6,): {'cooperate': 0.7611420602439886, 'defect': 0.6308782221172868}, (0.4,): {'cooperate': 0.7066488228369172, 'defect': 2.8009270402630344}, (0.2,): {'cooperate': 4.9617030409450695, 'defect': 9.697046319772197}}"
SmallWorld_GTFT_vs_QL,13,q_learning,491.89795918367327,"{'avg_cooperate': 1.2707984694329435, 'avg_defect': 4.9865051584052775}","{'initial': {'cooperate': 0.01836734693877551, 'defect': 0.0}, (1.0,): {'cooperate': 0.14184216602130623, 'defect': 2.808273484303822}, (0.8,): {'cooperate': 0.4349268616989403, 'defect': 5.28994104364131}, (0.4,): {'cooperate': 0.7763895690936596, 'defect': 7.5488315866426055}, (0.2,): {'cooperate': 4.982466403412036, 'defect': 9.285479677438653}}"
SmallWorld_GTFT_vs_QL,14,q_learning,433.59183673469323,"{'avg_cooperate': 1.0822136215429758, 'avg_defect': 3.4007001308773694}","{'initial': {'cooperate': 0.030612244897959186, 'defect': 0.0}, (1.0,): {'cooperate': 0.2349158583568136, 'defect': 0.0}, (0.8,): {'cooperate': 0.40242356494048553, 'defect': 2.6770981964430693}, (0.6,): {'cooperate': 0.5552517936283071, 'defect': 0.2703275453538083}, (0.4,): {'cooperate': 2.746571789847208, 'defect': 7.840637614238256}, (0.2,): {'cooperate': 2.523506477587082, 'defect': 9.61613742922908}}"
